,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
440,A12215,We should abolish zoos.,in favor of,Zoos force animals to live outside their natural habitat for our visual pleasure. It is not fair to submit them to such an environment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
442,A12217,We should ban cosmetic surgery for minors.,in favor of,Aesthetic surgery favours a capitalist society that focuses on solving problems with money rather than personal acceptance.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
444,A12221,We should ban whaling.,in favor of,We should ban whaling because there is very little profit in the business and only kill rare animals.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
446,A12223,We should adopt gender-neutral language.,against,We should not adopt gender-neutral language because there is no reason to change the way people have been speaking for hundreds of years.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
447,A12224,We should ban factory farming.,against,"Factory farming is necessary in our society to control and protect the environment in which animals live, so that they are not subjected to diseases and predators.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
448,A12226,We should legalize cannabis.,in favor of,Cannabis is no more harmful than cigarettes or alcohol and is no more addictive than both.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,A12229,We should fund embryonic stem cell research.,against,I don't think tax money should go looking for embryonic stem cells. There's much better use for our money than that. We don't need to subsidize that.,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
459,A12238,We should ban algorithmic trading.,against,"The programs will always evolve to make better use of business practices, so not using algorithmic trading will only slow progress.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,A12240,We should adopt gender-neutral language.,in favor of,If everything was said about gender neutrally then no one would be offended.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
465,A12245,We should adopt atheism,against,Many people use religion to connect with their families and loved ones who are no longer alive - the loss of this comforting bond would be devastating for some.,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
466,A12249,We should ban private military companies.,against,· Private military companies provide additional troops where necessary,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467,A12251,We should give up the use of the school uniform.,in favor of,"If a student thinks that their uniform is not flattering, it can cause them discomfort and embarrassment.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
470,A12256,We should ban fast food.,against,The ban on fast food is an example of regulation that takes away our right to freedom.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472,A12258,We should abolish the Olympic Games,in favor of,The Olympic Games are too expensive to be held,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
473,A12259,We should ban whaling.,in favor of,Whale hunting should be prohibited because it harms the economic activity generated by whale watching.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
475,A12262,We should adopt libertarianism.,in favor of,Libertarism allows the expression of free will and would make society more interesting by allowing people to be as they really are.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,A12266,We should cancel the pride parades.,against,The cancellation of the pride parades goes against what they represent. These parades are essential to spread acceptance.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
481,A12275,We should abolish zoos.,in favor of,The zoos trap animals in a meaningless life only to amuse the human lookers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
485,A12279,We should ban human cloning.,in favor of,We should ban human cloning because playing the god can be dangerous.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
486,A12283,We should limit the remuneration of executives.,in favor of,We should limit the remuneration of leaders for national economies.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
488,A12286,We should limit the remuneration of executives.,in favor of,The CEOs do 100 times what an average worker does and they don't really generate capital.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
489,A12287,We should introduce compulsory voting.,in favor of,"It turns out that the figures are unacceptable, we must motivate people to be active voters for representative democracy.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,A12289,We should abolish zoos.,in favor of,"Not all zoos are properly regulated and some animals are kept in appalling conditions, they should be left in their natural environment.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
494,A12293,We should introduce compulsory voting.,in favor of,· Mandatory voting would make electoral practice more equitable.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
495,A12295,We should ban fast food.,against,The fast food is good for busy people who can pick up something to eat on the road.,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,A12297,We must fight for the abolition of nuclear weapons.,in favor of,Nuclear weapons cause damage as irreversible as we should all agree to eliminate them as an option.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
497,A12298,We should ban fast food.,against,Some fast food restaurants offer healthy alternatives and provide a quick and nutritious meal on the road.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
514,A12320,We should abolish zoos.,against,The zoos bring a lot of money into which we can spend on animal research and stop their extinction.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
515,A12322,We should adopt gender-neutral language.,against,"We should not impose restrictions on freedom of expression, many restrictions are arbitrary and useless, such as ""spicy bread"" becoming the ""person of spice bread""",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
518,A12328,We should ban telemarketing.,in favor of,Telemarketing is boring for people because they don't ask for a phone call and vulnerable people like the elderly often feel threatened to participate.,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
519,A12329,We should abolish safe spaces.,against,Safe spaces allow individuals to feel comfortable without having to worry about being judged for who they are or who they love.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
521,A12331,We should oppose collectivism.,in favor of,We should certainly oppose collectivism because there is less autonomy in terms of thoughts and ideas.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522,A12332,We should limit the remuneration of executives.,against,A senior executive has worked hard to gain access to this position through previous study and work experience. They should be compensated for their value to the company.,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
527,A12339,We must limit judicial activism,in favor of,Judicial activism undermines the rule of law,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
529,A12343,We should ban cosmetic surgery.,in favor of,• Plastic surgery can cause many complications and infections and does not address the underlying self-esteem problems of the patient,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
530,A12345,We should ban whaling.,in favor of,Whale hunting eliminates few species in return.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
531,A12346,We should adopt atheism,against,People should be free to worship whom they want religion can instill good values and good morals in people,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
539,A12356,We should adopt a zero tolerance policy in schools.,in favor of,All schools should adopt a zero tolerance policy because children need to know that they cannot act inappropriately at some point in school.,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
542,A12360,We should ban cosmetic surgery.,against,We should not ban cosmetic surgery because it could help a disfigured person to regain confidence.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
543,A12361,We should subsidize student loans.,against,Taxpayers should not have to pay for other people to have an education when they eat.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
546,A12365,We should subsidize journalism.,against,We should not subsidize journalism because it is a misuse of public money when things like health care and education lack funding.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
550,A12374,We must abolish the right to keep and bear arms.,against,The right to keep and carry arms is one of the principles of our country.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
552,A12376,We should ban whaling.,in favor of,Whale meat has high levels of mercury and is unhealthy as part of a diet.,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
554,A12379,We should abolish the laws on the three strikes.,in favor of,A three-strike system does not allow people to be treated fairly as individuals and is instead used as a single control method for minority populations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
563,A12393,We should adopt libertarianism.,against,"Libertarism would be a huge mistake, especially for the poor of our nation.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
572,A12407,We should introduce compulsory voting.,in favor of,"The mandatory vote ensures that our leaders reflect the will of all, not just those who have been able/motivated enough to go to the polls.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
573,A12408,We should ban the use of children's actors.,against,"If parents accept their children to act, I see no problem with that.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
576,A12416,We should ban cosmetic surgery for minors.,in favor of,Minors should not be allowed to undergo elective cosmetic surgery. Their bodies continue to grow and change and should be allowed to mature before going under the knife.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
577,A12417,We should ban algorithmic trading.,against,• Algirithmic trading reduces the possibility of error and simply increases the profit for financing companies,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,A12419,We should ban cosmetic surgery for minors.,in favor of,This is absolutely something we should ban because children should not be encouraged to be dissatisfied with their bodies.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,A12427,We should ban prayer in school.,against,● School prayer encourages children to be open-minded and to learn about other cultures and religions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
587,A12433,We should cancel the pride parades.,against,"· Pride parades allow marginalized groups to have space to gather, celebrate and strengthen their self-esteem.",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
593,A12441,We should introduce compulsory voting.,in favor of,More voters would increase voter turnout.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
599,A12454,We should limit the remuneration of executives.,against,• Companies should be able to pay as much as they wish as long as they are above the minimum.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,A12459,We should ban cosmetic surgery.,in favor of,"• Cosmetic surgery makes people feel aware of themselves, providing false images of natural beauty",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
603,A12461,We should limit the remuneration of executives.,against,People should receive benefits to achieve higher goals and managers should also receive these compensations.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,A12462,We should abolish zoos.,in favor of,"The zoos keep the animals in unnatural and scarce conditions - they are exploited for the benefit of a paying public, with little concern about their happiness of well-being.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
607,A12468,We must abolish the right to keep and bear arms.,against,Everyone must have the right to keep and carry weapons to ensure their protection.,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
608,A12469,We should fund embryonic stem cell research.,in favor of,Research on embryonic stem cells is an advanced medical progress that must not be stopped.,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,A12476,We should abolish the death penalty,in favor of,- Killing someone never agrees even if they're a killer.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
613,A12478,We should subsidize journalism.,in favor of,We should fund journalism to serve the public interest.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
617,A12485,We should ban whaling.,against,"Whale hunting is an important cultural tradition in countries like Japan, so we must let it continue.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
623,A12493,We should legalize sexual selection,against,Sexual selection should not be legalized because it is unethical.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
624,A12495,We should ban missionary work,in favor of,The missionaries try to force their religion or ideas on people who are already happy as they are.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
625,A12498,We should subsidize space exploration.,in favor of,Space exploration has the ability to solve the problem of limited materials on earth,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
630,A13004,We should ban the Church of Scientology,against,We should not ban the Church of Scientology because in this country everyone has the right to practice freely any religion he wants.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
631,A13006,We should abolish the Olympic Games,against,The Olympic Games gives the world a chance to see the talent of many athletes from around the world,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,A13010,We should ban missionary work,in favor of,The missionary work places people in intrusive positions against those who have lived in the same land and who have had the same customs for centuries.,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
635,A13012,We should ban algorithmic trading.,against,"The algorithmic trading allows faster, more accurate and more efficient trading.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
641,A13019,We should abolish zoos.,against,Some species are threatened and threatened by poaching. Zoos are a place where we can guarantee their safety and survival.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,A14001,We should ban fast food.,against,The ban is a slippery slope to all kinds of objectively unhealthy foods on the market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,A14002,We must fight for the abolition of nuclear weapons.,in favor of,We need to abolish nuclear weapons so that conflicts between individual States do not cause nuclear damage in neighbouring States.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
645,A14006,We should ban factory farming.,against,"Factory farming is an effective means of producing massive amounts of food for the food supply chain, stimulates innovation and makes agriculture more efficient and secure for the food supply.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
646,A14007,We should fund embryonic stem cell research.,against,"We should not subsidize embryonic stem cell research, as is the case with private companies, and they can raise their own money.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
647,A14009,We should subsidize student loans.,in favor of,We have a huge amount of highly intelligent students who could not go to university without a grant. These students could find cures for deadly diseases and should be subsidized for the benefit of society as a whole.,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
